,Dalc,Fedu,Fjob,G1_math,G1_port,G2_math,G2_port,G3_math,G3_port,Medu,Mjob,Pstatus,Walc,absences_math,absences_port,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,health,higher,internet,math_only,nursery,paid_math,paid_port,port_only,reason,romantic,school,schoolsup,sex,studytime,traveltime,school_num,sex_num,address_num,famsize_num,Pstatus_num,Mjob_num,Fjob_num,reason_num,guardian_num,schoolsup_num,famsup_num,activities_num,nursery_num,higher_num,internet_num,romantic_num,paid_port_num,paid_math_num
10,1,4,health,nan,14.0,nan,14.0,nan,14.0,4,teacher,T,2,nan,2.0,no,U,15,0,3,GT3,yes,3,3,mother,2,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1.0,nan
11,1,1,other,nan,10.0,nan,12.0,nan,13.0,2,services,T,1,nan,0.0,yes,U,15,0,5,GT3,yes,2,2,father,4,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,3,3,0,0,0,1,0,2,4,1,1,1,0,0,0,0,0,1,1.0,nan
12,1,4,services,nan,12.0,nan,13.0,nan,12.0,4,health,T,3,nan,0.0,yes,U,15,0,4,LE3,yes,3,3,father,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,1,1,0,1,0,0,0,1,2,2,1,1,0,0,0,0,0,1,1.0,nan
13,1,3,other,nan,12.0,nan,12.0,nan,13.0,4,teacher,T,2,nan,0.0,no,U,15,0,5,GT3,yes,4,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,2,0,1,0,1,0,0,4,2,0,1,0,1,0,0,0,1,1.0,nan
14,1,2,other,nan,14.0,nan,14.0,nan,15.0,2,other,A,1,nan,0.0,no,U,15,0,4,GT3,yes,5,2,other,3,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,M,3,1,0,1,0,1,1,4,4,0,2,1,0,1,0,0,0,0,1.0,nan
15,1,4,other,nan,17.0,nan,17.0,nan,17.0,4,health,T,2,nan,6.0,no,U,16,0,4,GT3,yes,4,4,mother,2,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,F,1,1,0,0,0,1,0,1,4,0,0,1,0,1,0,0,0,1,1.0,nan
16,1,4,services,nan,13.0,nan,13.0,nan,14.0,4,services,T,2,nan,10.0,yes,U,16,0,3,GT3,yes,2,3,mother,2,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,3,1,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,1,1.0,nan
17,1,3,other,nan,13.0,nan,14.0,nan,14.0,3,other,T,1,nan,2.0,yes,U,16,0,5,GT3,yes,3,2,mother,4,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,yes,F,2,3,0,0,0,1,0,4,4,1,0,0,0,0,0,0,1,1,1.0,nan
18,2,2,services,nan,8.0,nan,8.0,nan,7.0,3,services,T,4,nan,2.0,yes,U,17,3,5,GT3,yes,5,5,mother,5,yes,yes,0.0,yes,nan,yes,0.0,course,no,GP,no,M,1,1,0,1,0,1,0,2,2,2,0,1,0,0,0,0,0,1,0.0,nan
19,1,3,other,nan,12.0,nan,12.0,nan,12.0,4,health,T,3,nan,6.0,yes,U,16,0,3,LE3,no,1,3,father,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,1,1,0,1,0,0,0,1,4,0,1,1,1,0,0,0,0,1,1.0,nan
20,1,3,other,nan,12.0,nan,13.0,nan,14.0,4,teacher,T,1,nan,0.0,no,U,15,0,4,GT3,no,4,1,mother,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,1,0,1,0,1,0,0,4,1,0,1,1,1,0,0,0,1,1.0,nan
21,1,4,health,nan,11.0,nan,12.0,nan,12.0,4,health,T,1,nan,0.0,no,U,15,0,5,GT3,yes,4,2,father,5,yes,yes,0.0,yes,nan,yes,0.0,other,no,GP,no,M,1,1,0,1,0,1,0,1,1,3,1,1,0,1,0,0,0,1,0.0,nan
22,1,2,other,nan,12.0,nan,13.0,nan,14.0,4,teacher,T,3,nan,0.0,yes,U,16,0,4,LE3,no,5,1,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,1,0,1,0,0,0,0,4,2,0,1,1,0,0,0,0,1,1.0,nan
23,2,2,other,nan,10.0,nan,10.0,nan,10.0,2,other,T,4,nan,2.0,yes,U,16,0,5,LE3,yes,4,4,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,2,0,1,0,0,0,4,4,1,0,1,0,0,0,0,0,1,1.0,nan
24,1,4,health,nan,10.0,nan,11.0,nan,10.0,2,services,T,1,nan,2.0,yes,R,15,0,4,GT3,yes,3,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,F,3,1,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,1,1.0,nan
25,1,2,services,nan,10.0,nan,11.0,nan,12.0,2,services,T,3,nan,6.0,no,U,16,0,1,GT3,yes,2,2,mother,5,yes,yes,nan,no,nan,no,1.0,home,no,GP,no,F,1,1,0,0,0,1,0,2,2,0,0,1,0,1,1,0,0,1,1.0,nan
26,1,2,other,nan,11.0,nan,12.0,nan,12.0,2,other,T,2,nan,8.0,no,U,15,0,4,GT3,yes,2,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,1,1,0,1,0,1,0,4,4,0,0,1,0,1,0,0,0,1,1.0,nan
27,2,2,services,nan,11.0,nan,11.0,nan,11.0,4,health,T,4,nan,0.0,no,U,15,0,2,GT3,no,2,4,mother,1,yes,yes,0.0,yes,nan,no,0.0,other,no,GP,no,M,1,1,0,1,0,1,0,1,2,3,0,1,1,1,0,0,0,1,1.0,nan
28,1,4,other,nan,12.0,nan,12.0,nan,13.0,3,services,A,1,nan,2.0,yes,U,16,0,5,LE3,yes,3,3,mother,5,yes,yes,0.0,yes,nan,yes,0.0,home,no,GP,yes,M,2,1,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0.0,nan
29,5,4,teacher,nan,12.0,nan,11.0,nan,12.0,4,teacher,T,5,nan,4.0,yes,U,16,0,4,GT3,yes,4,5,mother,5,yes,yes,0.0,yes,nan,yes,0.0,home,yes,GP,no,M,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,nan
30,3,4,services,nan,10.0,nan,11.0,nan,11.0,4,health,T,4,nan,0.0,no,U,15,0,5,GT3,yes,4,2,mother,5,yes,yes,0.0,no,nan,yes,0.0,home,no,GP,no,M,2,1,0,1,0,1,0,1,2,0,0,1,0,1,1,0,0,1,0.0,nan
31,1,4,services,nan,15.0,nan,15.0,nan,15.0,4,services,T,1,nan,2.0,yes,U,15,0,4,GT3,yes,3,1,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,2,0,1,0,1,0,2,2,1,0,1,0,0,0,0,0,1,1.0,nan
32,1,3,at_home,nan,13.0,nan,14.0,nan,15.0,4,teacher,T,1,nan,0.0,yes,R,15,0,4,GT3,yes,5,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,M,2,1,0,1,1,1,0,0,3,2,0,1,0,0,0,0,0,0,1.0,nan
33,1,3,other,nan,13.0,nan,12.0,nan,12.0,3,other,T,1,nan,0.0,yes,U,15,0,5,LE3,no,3,2,mother,2,yes,yes,0.0,no,nan,no,0.0,course,no,GP,no,M,2,1,0,1,0,0,0,4,4,2,0,1,1,0,1,0,0,1,1.0,nan
34,1,2,other,nan,12.0,nan,12.0,nan,12.0,3,other,T,1,nan,4.0,no,U,16,0,5,GT3,yes,4,3,mother,5,yes,yes,0.0,no,nan,no,0.0,home,no,GP,no,M,1,1,0,1,0,1,0,4,4,0,0,1,0,1,1,0,0,1,1.0,nan
35,1,3,other,nan,11.0,nan,11.0,nan,11.0,2,other,T,1,nan,4.0,yes,U,15,0,3,GT3,yes,5,1,father,5,yes,no,0.0,yes,nan,no,0.0,other,no,GP,no,F,1,2,0,0,0,1,0,4,4,3,1,1,0,0,0,0,1,1,1.0,nan
36,1,3,services,nan,14.0,nan,14.0,nan,14.0,4,teacher,T,1,nan,0.0,yes,U,15,0,5,LE3,yes,4,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,3,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1.0,nan
37,1,4,teacher,nan,13.0,nan,13.0,nan,13.0,4,other,A,1,nan,4.0,yes,R,16,0,2,GT3,yes,4,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,M,3,2,0,1,1,1,1,4,0,1,0,1,0,0,0,0,0,0,1.0,nan
38,1,4,health,nan,11.0,nan,12.0,nan,12.0,3,services,T,1,nan,2.0,yes,R,15,0,4,GT3,yes,3,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,F,3,1,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,1,1.0,nan
39,1,2,other,nan,14.0,nan,13.0,nan,12.0,2,at_home,T,1,nan,8.0,yes,R,15,0,4,GT3,yes,3,1,mother,2,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,yes,F,1,1,0,0,1,1,0,3,4,1,0,0,0,0,0,0,1,1,1.0,nan
40,1,2,other,nan,11.0,nan,11.0,nan,10.0,2,other,T,2,nan,16.0,yes,U,16,0,3,LE3,yes,3,3,mother,3,yes,yes,nan,no,nan,no,1.0,home,yes,GP,no,F,2,2,0,0,0,0,0,4,4,0,0,1,0,0,1,0,0,0,1.0,nan
41,2,4,other,nan,10.0,nan,11.0,nan,11.0,4,teacher,T,4,nan,8.0,no,U,15,0,5,LE3,yes,4,3,other,5,yes,yes,0.0,no,nan,no,0.0,home,yes,GP,no,M,1,1,0,1,0,0,0,0,4,0,2,1,0,1,1,0,0,0,1.0,nan
42,1,4,teacher,nan,14.0,nan,15.0,nan,15.0,4,services,T,1,nan,0.0,yes,U,15,0,4,GT3,yes,3,3,father,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,1,0,1,0,1,0,2,0,2,1,1,0,0,0,0,0,1,1.0,nan
43,1,2,services,nan,9.0,nan,10.0,nan,10.0,2,services,T,1,nan,0.0,no,U,15,0,5,GT3,yes,4,1,father,1,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,M,1,1,0,1,0,1,0,2,2,2,1,0,0,1,0,0,0,1,1.0,nan
44,2,2,at_home,nan,10.0,nan,11.0,nan,11.0,2,other,T,2,nan,14.0,yes,U,16,1,4,LE3,no,3,3,father,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,F,2,2,0,0,0,0,0,4,3,2,1,0,1,0,0,0,0,1,1.0,nan
45,1,3,other,nan,10.0,nan,11.0,nan,11.0,4,other,A,1,nan,4.0,yes,U,15,0,5,LE3,yes,2,2,mother,5,yes,yes,0.0,yes,nan,yes,0.0,course,yes,GP,yes,F,2,1,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0.0,nan
46,1,3,services,nan,13.0,nan,12.0,nan,13.0,3,other,A,4,nan,6.0,no,U,16,0,2,LE3,yes,3,5,mother,3,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,F,2,1,0,0,0,0,1,4,2,0,0,1,0,1,0,0,0,1,1.0,nan
47,1,3,services,nan,17.0,nan,17.0,nan,17.0,4,health,T,1,nan,2.0,yes,U,16,0,4,GT3,no,2,2,mother,2,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,4,1,0,1,0,1,0,1,2,1,0,1,1,0,0,0,0,1,1.0,nan
48,2,2,other,nan,11.0,nan,12.0,nan,13.0,4,teacher,T,2,nan,4.0,no,U,15,0,4,GT3,yes,3,3,mother,5,yes,no,0.0,yes,nan,no,0.0,home,no,GP,no,M,2,1,0,1,0,1,0,0,4,0,0,1,0,1,0,0,1,1,1.0,nan
49,1,4,teacher,nan,13.0,nan,12.0,nan,12.0,4,services,T,1,nan,2.0,yes,U,15,0,4,GT3,yes,4,4,father,3,yes,yes,nan,no,nan,no,1.0,other,no,GP,yes,F,2,1,0,0,0,1,0,2,0,3,1,0,0,0,1,0,0,1,1.0,nan
50,2,2,services,nan,14.0,nan,13.0,nan,13.0,2,services,T,3,nan,0.0,no,U,16,0,4,LE3,yes,3,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,3,0,0,0,0,0,2,2,2,0,1,0,1,0,0,0,1,1.0,nan
51,1,2,other,nan,16.0,nan,14.0,nan,16.0,4,health,T,1,nan,0.0,no,U,15,0,4,LE3,yes,3,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,other,no,GP,no,F,2,1,0,0,0,0,0,1,4,3,0,1,0,1,0,0,0,1,1.0,nan
52,3,2,health,nan,10.0,nan,9.0,nan,9.0,4,health,A,4,nan,4.0,no,U,15,0,5,LE3,no,5,5,father,5,yes,no,nan,yes,nan,no,1.0,other,no,GP,no,M,1,2,0,1,0,0,1,1,1,3,1,1,1,1,0,0,1,1,1.0,nan
53,2,4,services,nan,13.0,nan,12.0,nan,12.0,4,services,T,3,nan,0.0,no,U,15,0,3,GT3,yes,3,4,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,F,1,1,0,0,0,1,0,2,2,2,0,0,0,1,0,0,0,1,1.0,nan
54,4,3,other,nan,13.0,nan,12.0,nan,13.0,3,other,A,4,nan,0.0,no,U,15,0,5,LE3,no,3,4,mother,1,yes,yes,0.0,yes,nan,no,0.0,other,no,GP,no,F,1,1,0,0,0,0,1,4,4,3,0,1,1,1,0,0,0,1,1.0,nan
55,1,1,other,nan,12.0,nan,13.0,nan,12.0,2,other,A,1,nan,2.0,yes,U,16,0,5,GT3,no,3,4,mother,2,yes,yes,0.0,yes,nan,no,0.0,other,yes,GP,no,F,2,1,0,0,0,1,1,4,4,3,0,1,1,0,0,0,0,0,1.0,nan
56,1,3,services,nan,15.0,nan,14.0,nan,15.0,4,services,A,1,nan,0.0,yes,U,15,0,4,GT3,yes,3,2,mother,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,1,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,1,1.0,nan
57,1,4,health,nan,15.0,nan,15.0,nan,16.0,4,teacher,T,1,nan,8.0,yes,U,15,0,3,GT3,yes,2,2,mother,5,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1.0,nan
58,1,2,at_home,nan,14.0,nan,13.0,nan,14.0,1,other,T,1,nan,0.0,yes,U,15,0,4,LE3,yes,3,2,father,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,yes,M,2,1,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,1,1.0,nan
59,1,2,other,nan,16.0,nan,15.0,nan,16.0,4,services,T,1,nan,2.0,no,U,16,0,4,GT3,yes,2,3,mother,5,yes,yes,0.0,yes,nan,yes,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,2,4,2,0,1,0,1,0,0,0,1,0.0,nan
60,2,4,teacher,nan,17.0,nan,16.0,nan,16.0,4,health,T,3,nan,0.0,yes,R,16,0,2,GT3,yes,4,4,mother,4,yes,no,0.0,yes,nan,no,0.0,other,no,GP,no,F,2,1,0,0,1,1,0,1,0,3,0,1,0,0,0,0,1,1,1.0,nan
61,5,1,services,nan,10.0,nan,10.0,nan,16.0,1,services,T,5,nan,0.0,yes,U,16,0,5,GT3,yes,5,5,father,5,yes,yes,0.0,no,nan,no,0.0,course,yes,GP,yes,F,1,4,0,0,0,1,0,2,2,2,1,0,0,0,1,0,0,0,1.0,nan
62,1,2,services,nan,13.0,nan,13.0,nan,10.0,1,other,T,1,nan,0.0,yes,U,16,0,4,LE3,no,4,3,father,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,yes,F,2,1,0,0,0,0,0,4,2,1,1,0,1,0,0,0,0,1,1.0,nan
63,2,3,health,nan,14.0,nan,13.0,nan,13.0,4,teacher,T,4,nan,0.0,yes,U,16,0,3,GT3,yes,4,4,mother,4,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,yes,F,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0,nan
64,2,3,services,nan,13.0,nan,12.0,nan,12.0,4,services,T,4,nan,0.0,yes,U,15,0,4,LE3,no,4,4,father,2,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,yes,F,2,1,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1.0,nan
65,1,3,services,nan,16.0,nan,15.0,nan,16.0,4,teacher,T,2,nan,2.0,yes,U,16,0,5,LE3,yes,4,3,mother,1,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,3,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,1.0,nan
66,5,4,services,nan,11.0,nan,12.0,nan,12.0,4,other,A,5,nan,0.0,yes,U,15,0,1,GT3,yes,3,3,mother,3,yes,yes,0.0,no,nan,no,0.0,reputation,yes,GP,no,M,4,1,0,1,0,1,1,4,2,1,0,1,0,0,1,0,0,0,1.0,nan
67,1,1,other,nan,10.0,nan,9.0,nan,10.0,3,services,T,2,nan,0.0,no,U,16,0,4,GT3,yes,3,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,F,4,1,0,0,0,1,0,2,4,2,0,0,0,1,0,0,0,1,1.0,nan
68,1,2,services,nan,11.0,nan,10.0,nan,11.0,2,health,T,3,nan,0.0,no,R,15,0,4,LE3,yes,1,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,yes,F,2,2,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,1,1.0,nan
69,2,1,other,nan,15.0,nan,15.0,nan,15.0,3,other,T,3,nan,6.0,no,R,15,0,4,LE3,yes,4,2,father,3,yes,yes,0.0,no,nan,no,0.0,reputation,no,GP,no,F,4,2,0,0,1,0,0,4,4,1,1,1,0,1,1,0,0,1,1.0,nan
70,1,1,other,nan,13.0,nan,11.0,nan,11.0,3,other,T,1,nan,2.0,no,U,16,0,4,GT3,yes,3,2,father,5,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,4,2,0,1,0,1,0,4,4,1,1,1,0,1,0,0,0,1,1.0,nan
71,1,2,other,nan,11.0,nan,9.0,nan,10.0,4,other,T,1,nan,0.0,no,U,15,0,3,GT3,no,3,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,4,1,0,1,0,1,0,4,4,2,0,1,1,1,0,0,0,1,1.0,nan
72,2,1,other,nan,13.0,nan,11.0,nan,11.0,1,other,T,4,nan,2.0,no,R,15,0,3,GT3,yes,3,4,mother,5,yes,yes,nan,no,nan,no,1.0,reputation,yes,GP,yes,F,2,1,0,0,1,1,0,4,4,1,0,0,0,1,1,0,0,0,1.0,nan
73,2,1,other,nan,13.0,nan,13.0,nan,14.0,3,other,T,2,nan,0.0,yes,U,16,0,5,GT3,no,3,2,mother,5,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,1,1,0,1,0,1,0,4,4,1,0,1,1,0,0,0,1,1,1.0,nan
74,2,3,services,nan,11.0,nan,11.0,nan,11.0,3,other,T,4,nan,4.0,yes,U,16,0,4,GT3,yes,3,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,yes,F,2,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,1,1.0,nan
75,2,3,other,nan,11.0,nan,11.0,nan,11.0,4,teacher,T,3,nan,0.0,yes,U,15,0,4,GT3,yes,3,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,2,1,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,1,1.0,nan
76,1,0,other,nan,12.0,nan,11.0,nan,11.0,4,teacher,T,1,nan,0.0,yes,U,15,0,3,GT3,no,4,3,mother,1,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,4,2,0,1,0,1,0,0,4,2,0,1,1,0,0,0,0,1,1.0,nan
77,1,2,other,nan,13.0,nan,13.0,nan,13.0,2,other,T,3,nan,1.0,no,U,16,0,5,GT3,no,2,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,F,4,1,0,0,0,1,0,4,4,1,0,1,1,1,0,0,0,0,1.0,nan
78,1,1,other,nan,9.0,nan,9.0,nan,10.0,2,other,T,1,nan,0.0,yes,U,17,3,4,GT3,yes,5,1,mother,3,no,yes,0.0,yes,nan,no,0.0,home,no,GP,yes,M,1,2,0,1,0,1,0,4,4,0,0,0,0,0,0,1,0,1,1.0,nan
79,1,4,other,nan,12.0,nan,11.0,nan,11.0,3,at_home,T,2,nan,14.0,no,U,16,0,2,GT3,yes,4,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,3,4,2,0,1,0,1,0,0,0,1,1.0,nan
80,1,3,services,nan,11.0,nan,11.0,nan,12.0,2,other,T,3,nan,0.0,yes,U,15,0,3,GT3,yes,2,2,father,3,yes,yes,0.0,no,nan,no,0.0,course,yes,GP,yes,M,1,1,0,1,0,1,0,4,2,2,1,0,0,0,1,0,0,0,1.0,nan
81,1,3,other,nan,10.0,nan,9.0,nan,9.0,2,other,T,2,nan,2.0,no,U,15,0,5,GT3,no,3,2,mother,5,yes,yes,0.0,no,nan,no,0.0,home,no,GP,yes,M,3,1,0,1,0,1,0,4,4,0,0,0,1,1,1,0,0,1,1.0,nan
82,1,2,other,nan,12.0,nan,11.0,nan,11.0,3,services,T,1,nan,4.0,no,U,15,0,4,LE3,yes,4,4,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,1,0,0,0,0,0,2,4,1,0,1,0,1,0,0,0,1,1.0,nan
83,1,2,services,nan,13.0,nan,12.0,nan,13.0,2,services,T,3,nan,2.0,yes,U,15,0,5,LE3,no,3,3,mother,4,yes,yes,0.0,yes,nan,yes,0.0,home,no,GP,no,M,2,2,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0.0,nan
84,2,1,other,nan,13.0,nan,12.0,nan,12.0,1,other,T,3,nan,2.0,yes,U,15,0,4,GT3,yes,3,2,father,4,yes,yes,0.0,no,nan,no,0.0,home,no,GP,no,F,2,1,0,0,0,1,0,4,4,0,1,1,0,0,1,0,0,1,1.0,nan
85,2,4,services,nan,12.0,nan,11.0,nan,12.0,4,services,T,3,nan,4.0,no,U,15,0,4,GT3,no,4,4,father,5,yes,yes,nan,yes,nan,no,1.0,reputation,yes,GP,no,F,2,2,0,0,0,1,0,2,2,1,1,1,1,1,0,0,0,0,1.0,nan
86,1,2,other,nan,13.0,nan,11.0,nan,11.0,2,at_home,T,2,nan,6.0,no,U,16,0,4,LE3,yes,3,4,mother,2,yes,no,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,0,0,3,4,2,0,1,0,1,0,0,1,1,1.0,nan
87,1,2,other,nan,15.0,nan,15.0,nan,15.0,4,other,T,3,nan,4.0,yes,U,15,0,5,GT3,yes,3,3,mother,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,3,1,0,0,0,1,0,4,4,1,0,1,0,0,0,0,0,1,1.0,nan
88,1,2,other,nan,12.0,nan,10.0,nan,11.0,2,services,T,1,nan,6.0,yes,U,16,0,4,GT3,no,4,2,father,3,yes,yes,nan,no,nan,no,1.0,reputation,no,GP,no,M,2,2,0,1,0,1,0,2,4,1,1,1,1,0,1,0,0,1,1.0,nan
89,3,4,health,nan,9.0,nan,9.0,nan,10.0,4,teacher,A,5,nan,6.0,no,U,16,0,4,LE3,yes,1,3,mother,5,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1.0,nan
90,1,3,other,nan,9.0,nan,11.0,nan,11.0,3,other,T,3,nan,2.0,no,U,16,0,4,GT3,yes,3,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,F,3,1,0,0,0,1,0,4,4,0,0,1,0,1,0,0,0,0,1.0,nan
