,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid_port,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_port,G1_port,G2_port,G3_port,port,paid_math,absences_math,G1_math,G2_math,G3_math,math,school_num,sex_num,address_num,famsize_num,Pstatus_num,Mjob_num,Fjob_num,reason_num,guardian_num,schoolsup_num,famsup_num,activities_num,nursery_num,higher_num,internet_num,romantic_num,paid_port_num,paid_math_num,paid_num,absences,G1,G2,G3
26,GP,M,15.0,U,GT3,T,2.0,2.0,other,other,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,2.0,1.0,2.0,5.0,8.0,11.0,12.0,12.0,1.0,yes,2.0,12.0,12.0,11.0,1.0,0,1,0,1,0,4,4,0,0,1,0,1,0,0,0,1,1.0,0.0,1.0,5.0,11.5,12.0,11.5
27,GP,M,15.0,U,GT3,T,4.0,2.0,health,services,other,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,2.0,2.0,4.0,2.0,4.0,1.0,0.0,11.0,11.0,11.0,1.0,yes,4.0,15.0,16.0,15.0,1.0,0,1,0,1,0,1,2,3,0,1,1,1,0,0,0,1,1.0,0.0,1.0,2.0,13.0,13.5,13.0
28,GP,M,16.0,U,LE3,A,3.0,4.0,services,other,home,mother,1.0,2.0,0.0,yes,yes,yes,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,5.0,2.0,12.0,12.0,13.0,1.0,no,4.0,11.0,11.0,11.0,1.0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,3.0,11.5,11.5,12.0
29,GP,M,16.0,U,GT3,T,4.0,4.0,teacher,teacher,home,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,5.0,5.0,5.0,5.0,4.0,12.0,11.0,12.0,1.0,yes,16.0,10.0,12.0,11.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,10.0,11.0,11.5,11.5
30,GP,M,15.0,U,GT3,T,4.0,4.0,health,services,home,mother,1.0,2.0,0.0,no,yes,yes,no,no,yes,yes,no,5.0,4.0,2.0,3.0,4.0,5.0,0.0,10.0,11.0,11.0,1.0,yes,0.0,9.0,11.0,12.0,1.0,0,1,0,1,0,1,2,0,0,1,0,1,1,0,0,1,0.0,0.0,0.0,0.0,9.5,11.0,11.5
31,GP,M,15.0,U,GT3,T,4.0,4.0,services,services,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,1.0,1.0,1.0,5.0,2.0,15.0,15.0,15.0,1.0,no,0.0,17.0,16.0,17.0,1.0,0,1,0,1,0,2,2,1,0,1,0,0,0,0,0,1,1.0,1.0,2.0,1.0,16.0,15.5,16.0
32,GP,M,15.0,R,GT3,T,4.0,3.0,teacher,at_home,course,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,0.0,13.0,14.0,15.0,1.0,no,0.0,17.0,16.0,16.0,1.0,0,1,1,1,0,0,3,2,0,1,0,0,0,0,0,0,1.0,1.0,2.0,0.0,15.0,15.0,15.5
33,GP,M,15.0,U,LE3,T,3.0,3.0,other,other,course,mother,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,2.0,0.0,13.0,12.0,12.0,1.0,no,0.0,8.0,10.0,12.0,1.0,0,1,0,0,0,4,4,2,0,1,1,0,1,0,0,1,1.0,1.0,2.0,0.0,10.5,11.0,12.0
34,GP,M,16.0,U,GT3,T,3.0,2.0,other,other,home,mother,1.0,1.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,4.0,3.0,1.0,1.0,5.0,4.0,12.0,12.0,12.0,1.0,yes,0.0,12.0,14.0,15.0,1.0,0,1,0,1,0,4,4,0,0,1,0,1,1,0,0,1,1.0,0.0,1.0,2.0,12.0,13.0,13.5
35,GP,F,15.0,U,GT3,T,2.0,3.0,other,other,other,father,2.0,1.0,0.0,no,yes,no,yes,yes,yes,no,no,3.0,5.0,1.0,1.0,1.0,5.0,4.0,11.0,11.0,11.0,1.0,no,0.0,8.0,7.0,6.0,1.0,0,0,0,1,0,4,4,3,1,1,0,0,0,0,1,1,1.0,1.0,2.0,2.0,9.5,9.0,8.5
36,GP,M,15.0,U,LE3,T,4.0,3.0,teacher,services,home,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,4.0,0.0,14.0,14.0,14.0,1.0,no,2.0,15.0,16.0,18.0,1.0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1.0,1.0,2.0,1.0,14.5,15.0,16.0
37,GP,M,16.0,R,GT3,A,4.0,4.0,other,teacher,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,4.0,3.0,1.0,1.0,5.0,4.0,13.0,13.0,13.0,1.0,no,7.0,15.0,16.0,15.0,1.0,0,1,1,1,1,4,0,1,0,1,0,0,0,0,0,0,1.0,1.0,2.0,5.5,14.0,14.5,14.0
38,GP,F,15.0,R,GT3,T,3.0,4.0,services,health,course,mother,1.0,3.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,2.0,11.0,12.0,12.0,1.0,yes,2.0,12.0,12.0,11.0,1.0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,1,1.0,0.0,1.0,2.0,11.5,12.0,11.5
39,GP,F,15.0,R,GT3,T,2.0,2.0,at_home,other,reputation,mother,1.0,1.0,0.0,yes,yes,no,yes,yes,yes,no,no,4.0,3.0,1.0,1.0,1.0,2.0,8.0,14.0,13.0,12.0,1.0,yes,8.0,14.0,13.0,13.0,1.0,0,0,1,1,0,3,4,1,0,0,0,0,0,0,1,1,1.0,0.0,1.0,8.0,14.0,13.0,12.5
40,GP,F,16.0,U,LE3,T,2.0,2.0,other,other,home,mother,2.0,2.0,0.0,no,yes,no,yes,no,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,16.0,11.0,11.0,10.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,0,0,1,0,0,1,0,0,0,1.0,0.0,1.0,8.0,5.5,5.5,5.0
41,GP,M,15.0,U,LE3,T,4.0,4.0,teacher,other,home,other,1.0,1.0,0.0,no,yes,no,no,no,yes,yes,yes,5.0,4.0,3.0,2.0,4.0,5.0,8.0,10.0,11.0,11.0,1.0,no,8.0,12.0,12.0,12.0,1.0,0,1,0,0,0,0,4,0,2,1,0,1,1,0,0,0,1.0,1.0,2.0,8.0,11.0,11.5,11.5
42,GP,M,15.0,U,GT3,T,4.0,4.0,services,teacher,course,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,5.0,0.0,14.0,15.0,15.0,1.0,no,2.0,19.0,18.0,18.0,1.0,0,1,0,1,0,2,0,2,1,1,0,0,0,0,0,1,1.0,1.0,2.0,1.0,16.5,16.5,16.5
43,GP,M,15.0,U,GT3,T,2.0,2.0,services,services,course,father,1.0,1.0,0.0,yes,yes,no,no,yes,yes,yes,no,5.0,4.0,1.0,1.0,1.0,1.0,0.0,9.0,10.0,10.0,1.0,no,0.0,8.0,8.0,11.0,1.0,0,1,0,1,0,2,2,2,1,0,0,1,0,0,0,1,1.0,1.0,2.0,0.0,8.5,9.0,10.5
44,GP,F,16.0,U,LE3,T,2.0,2.0,other,at_home,course,father,2.0,2.0,1.0,yes,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,5.0,14.0,10.0,11.0,11.0,1.0,no,14.0,10.0,10.0,9.0,1.0,0,0,0,0,0,4,3,2,1,0,1,0,0,0,0,1,1.0,1.0,2.0,14.0,10.0,10.5,10.0
45,GP,F,15.0,U,LE3,A,4.0,3.0,other,other,course,mother,1.0,2.0,0.0,yes,yes,yes,yes,yes,yes,yes,yes,5.0,2.0,2.0,1.0,1.0,5.0,4.0,10.0,11.0,11.0,1.0,yes,8.0,8.0,8.0,6.0,1.0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,9.0,9.5,8.5
46,GP,F,16.0,U,LE3,A,3.0,3.0,other,services,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,2.0,3.0,5.0,1.0,4.0,3.0,6.0,13.0,12.0,13.0,1.0,no,12.0,11.0,12.0,11.0,1.0,0,0,0,0,1,4,2,0,0,1,0,1,0,0,0,1,1.0,1.0,2.0,9.0,12.0,12.0,12.0
47,GP,M,16.0,U,GT3,T,4.0,3.0,health,services,reputation,mother,1.0,4.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,2.0,2.0,17.0,17.0,17.0,1.0,no,4.0,19.0,19.0,20.0,1.0,0,1,0,1,0,1,2,1,0,1,1,0,0,0,0,1,1.0,1.0,2.0,3.0,18.0,18.0,18.5
48,GP,M,15.0,U,GT3,T,4.0,2.0,teacher,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,no,4.0,3.0,3.0,2.0,2.0,5.0,4.0,11.0,12.0,13.0,1.0,yes,2.0,15.0,15.0,14.0,1.0,0,1,0,1,0,0,4,0,0,1,0,1,0,0,1,1,1.0,0.0,1.0,3.0,13.0,13.5,13.5
49,GP,F,15.0,U,GT3,T,4.0,4.0,services,teacher,other,father,1.0,2.0,0.0,yes,yes,no,yes,no,yes,yes,no,4.0,4.0,4.0,1.0,1.0,3.0,2.0,13.0,12.0,12.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,2,0,3,1,0,0,0,1,0,0,1,1.0,0.0,1.0,1.0,6.5,6.0,6.0
50,GP,F,16.0,U,LE3,T,2.0,2.0,services,services,course,mother,3.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,2.0,3.0,4.0,0.0,14.0,13.0,13.0,1.0,yes,2.0,12.0,13.0,13.0,1.0,0,0,0,0,0,2,2,2,0,1,0,1,0,0,0,1,1.0,0.0,1.0,1.0,13.0,13.0,13.0
51,GP,F,15.0,U,LE3,T,4.0,2.0,health,other,other,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,5.0,0.0,16.0,14.0,16.0,1.0,yes,2.0,11.0,13.0,13.0,1.0,0,0,0,0,0,1,4,3,0,1,0,1,0,0,0,1,1.0,0.0,1.0,1.0,13.5,13.5,14.5
52,GP,M,15.0,U,LE3,A,4.0,2.0,health,health,other,father,2.0,1.0,0.0,no,no,no,no,yes,yes,no,no,5.0,5.0,5.0,3.0,4.0,5.0,4.0,10.0,9.0,9.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,1,3,1,1,1,1,0,0,1,1,1.0,0.0,1.0,2.0,5.0,4.5,4.5
53,GP,F,15.0,U,GT3,T,4.0,4.0,services,services,course,mother,1.0,1.0,0.0,yes,yes,no,no,yes,yes,yes,no,3.0,3.0,4.0,2.0,3.0,5.0,0.0,13.0,12.0,12.0,1.0,yes,0.0,8.0,10.0,11.0,1.0,0,0,0,1,0,2,2,2,0,0,0,1,0,0,0,1,1.0,0.0,1.0,0.0,10.5,11.0,11.5
54,GP,F,15.0,U,LE3,A,3.0,3.0,other,other,other,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,4.0,4.0,4.0,1.0,0.0,13.0,12.0,13.0,1.0,yes,6.0,10.0,13.0,13.0,1.0,0,0,0,0,1,4,4,3,0,1,1,1,0,0,0,1,1.0,0.0,1.0,3.0,11.5,12.5,13.0
55,GP,F,16.0,U,GT3,A,2.0,1.0,other,other,other,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,4.0,1.0,1.0,2.0,2.0,12.0,13.0,12.0,1.0,yes,8.0,8.0,9.0,10.0,1.0,0,0,0,1,1,4,4,3,0,1,1,0,0,0,0,0,1.0,0.0,1.0,5.0,10.0,11.0,11.0
56,GP,F,15.0,U,GT3,A,4.0,3.0,services,services,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,1.0,0.0,15.0,14.0,15.0,1.0,yes,0.0,14.0,15.0,15.0,1.0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,14.5,14.5,15.0
57,GP,M,15.0,U,GT3,T,4.0,4.0,teacher,health,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,3.0,2.0,2.0,1.0,1.0,5.0,8.0,15.0,15.0,16.0,1.0,no,4.0,14.0,15.0,15.0,1.0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1.0,1.0,2.0,6.0,14.5,15.0,15.5
58,GP,M,15.0,U,LE3,T,1.0,2.0,other,at_home,home,father,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,0.0,14.0,13.0,14.0,1.0,no,2.0,9.0,10.0,9.0,1.0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,1,1.0,1.0,2.0,1.0,11.5,11.5,11.5
59,GP,F,16.0,U,GT3,T,4.0,2.0,services,other,course,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,5.0,2.0,16.0,15.0,16.0,1.0,no,2.0,15.0,16.0,16.0,1.0,0,0,0,1,0,2,4,2,0,1,0,1,0,0,0,1,0.0,1.0,1.0,2.0,15.5,15.5,16.0
60,GP,F,16.0,R,GT3,T,4.0,4.0,health,teacher,other,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,2.0,4.0,4.0,2.0,3.0,4.0,0.0,17.0,16.0,16.0,1.0,no,6.0,10.0,11.0,11.0,1.0,0,0,1,1,0,1,0,3,0,1,0,0,0,0,1,1,1.0,1.0,2.0,3.0,13.5,13.5,13.5
61,GP,F,16.0,U,GT3,T,1.0,1.0,services,services,course,father,4.0,1.0,0.0,yes,yes,no,yes,no,yes,yes,yes,5.0,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0,16.0,1.0,no,6.0,10.0,8.0,11.0,1.0,0,0,0,1,0,2,2,2,1,0,0,0,1,0,0,0,1.0,1.0,2.0,3.0,10.0,9.0,13.5
62,GP,F,16.0,U,LE3,T,1.0,2.0,other,services,reputation,father,1.0,2.0,0.0,yes,no,no,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,1.0,1.0,0.0,13.0,13.0,10.0,1.0,no,4.0,8.0,10.0,9.0,1.0,0,0,0,0,0,4,2,1,1,0,1,0,0,0,0,1,1.0,1.0,2.0,2.0,10.5,11.5,9.5
63,GP,F,16.0,U,GT3,T,4.0,3.0,teacher,health,home,mother,1.0,3.0,0.0,yes,yes,no,yes,yes,yes,yes,no,3.0,4.0,4.0,2.0,4.0,4.0,0.0,14.0,13.0,13.0,1.0,yes,2.0,10.0,9.0,9.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,12.0,11.0,11.0
64,GP,F,15.0,U,LE3,T,4.0,3.0,services,services,reputation,father,1.0,2.0,0.0,yes,no,no,yes,yes,yes,yes,yes,4.0,4.0,4.0,2.0,4.0,2.0,0.0,13.0,12.0,12.0,1.0,no,0.0,10.0,10.0,10.0,1.0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1.0,1.0,2.0,0.0,11.5,11.0,11.0
65,GP,F,16.0,U,LE3,T,4.0,3.0,teacher,services,course,mother,3.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,2.0,1.0,2.0,16.0,15.0,16.0,1.0,no,2.0,16.0,15.0,15.0,1.0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,1.0,1.0,2.0,2.0,16.0,15.0,15.5
66,GP,M,15.0,U,GT3,A,4.0,4.0,other,services,reputation,mother,1.0,4.0,0.0,no,yes,no,yes,no,yes,yes,yes,1.0,3.0,3.0,5.0,5.0,3.0,0.0,11.0,12.0,12.0,1.0,no,4.0,13.0,13.0,12.0,1.0,0,1,0,1,1,4,2,1,0,1,0,0,1,0,0,0,1.0,1.0,2.0,2.0,12.0,12.5,12.0
67,GP,F,16.0,U,GT3,T,3.0,1.0,services,other,course,mother,1.0,4.0,0.0,yes,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,5.0,0.0,10.0,9.0,10.0,1.0,yes,4.0,7.0,7.0,6.0,1.0,0,0,0,1,0,2,4,2,0,0,0,1,0,0,0,1,1.0,0.0,1.0,2.0,8.5,8.0,8.0
